,,,,,,,,,,,,,,,URL REFERENCIAL,,,
DATA DE ATUALIZAÇÃO,,,,SITUAÇÃO,AGUARDANDO,,,VALOR TOTAL ESTIMADO:,,,,,,,,,,
CÓDIGO UNIVALI,,ITEM ,,CATEGORIA,,QUANTIDADE,,UNIDADES,,ESPECIFICAÇÃO,,,,,,,,Value
,,TNT,,ARTESANATO,,1,,UNIDADES,,"Tnt Amarelo 40g 10 Metros 1,40 largura",,,,,https://www.amazon.com.br/TNT-40g-Metros-largura-Preto/dp/B0BSR3NXB5/ref=asc_df_B0BSR3Z75B/?tag=googleshopp00-20&linkCode=df0&hvadid=647622609761&hvpos=&hvnetw=g&hvrand=7366965815107410347&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9102254&hvtargid=pla-1968555777568&th=1,,,"R$ 0,00"
680300582,,EVA,,ARTESANATO,,5,,UNIDADES,,"Placa de eva 1,5 MM tamanho 40x48 Azul",,,,,https://www.armarinhosaojose.com.br/placa-de-eva-haiti-liso-15mm-40x60cm-com-10-und.99777.html,,,"R$ 0,00"
680300582,,EVA,,ARTESANATO,,5,,UNIDADES,,"Placa de eva 1,5 MM tamanho 40x48 Preto",,,,,https://www.armarinhosaojose.com.br/placa-de-eva-haiti-liso-15mm-40x60cm-com-10-und.99777.html,,,"R$ 19,99"
680300582,,EVA,,ARTESANATO,,5,,UNIDADES,,"Placa de eva 1,5 MM tamanho 40x48 Branco",,,,,https://www.armarinhosaojose.com.br/placa-de-eva-haiti-liso-15mm-40x60cm-com-10-und.99777.html,,,"R$ 19,99"
680300582,,EVA,,ARTESANATO,,5,,UNIDADES,,"Placa de eva 1,5 MM tamanho 40x48 Vermelho",,,,,https://www.armarinhosaojose.com.br/placa-de-eva-haiti-liso-15mm-40x60cm-com-10-und.99777.html,,,"R$ 19,99"
680300582,,EVA,,ARTESANATO,,5,,UNIDADES,,"Placa de eva 1,5 MM tamanho 40x48 Amarelo",,,,,https://www.armarinhosaojose.com.br/placa-de-eva-haiti-liso-15mm-40x60cm-com-10-und.99777.html,,,"R$ 19,99"
680300582,,EVA,,ARTESANATO,,5,,UNIDADES,,"Placa de eva 1,5 MM tamanho 40x48 Laranja",,,,,https://www.armarinhosaojose.com.br/placa-de-eva-haiti-liso-15mm-40x60cm-com-10-und.99777.html,,,"R$ 19,99"
680300281,,Folha de Officio ,,ARTESANATO,,1,,PACOTES,,Pacote de folhas de officio A4 Branco 500Folhas,,,,,https://www.amazon.com.br/Papel-sulfite-chamex-office-A4/dp/B01CZXF4XW/ref=sr_1_1?keywords=papel+oficio+a4+500+folhas&qid=1688492978&sr=8-1,,,"R$ 19,99"
,,Folha de Officio ,,ARTESANATO,,1,,PACOTES,,Pacote folhas de officio A4 Azul,,,,,https://www.magazineluiza.com.br/papel-sulfite-a4-colorido-offset-180g-60k-azul-50fls-filiperson/p/ab1c4ej988/pa/pslt/,,,"R$ 0,00"
,,Folha de Officio ,,ARTESANATO,,1,,PACOTES,,Pacote de folhas de officio A4 vermelho,,,,,https://www.magazineluiza.com.br/papel-a4-color-usapel-vermelho-180g-pct-com-50-gna/p/kbe0b38933/pa/pais/,,,"R$ 26,58"
,,Folha de Officio ,,ARTESANATO,,1,,PACOTES,,Pacote de folhas de officio A4 preto,,,,,https://www.magazineluiza.com.br/papel-magico-preto-colorido-para-fazer-desenhos-pacote-unidade-off-paper/p/eb725bhjek/pa/pais/,,,"R$ 21,00"
,,Folha de Officio ,,ARTESANATO,,1,,PACOTES,,Pacote de folhas de officio A4 Verde,,,,,https://www.magazineluiza.com.br/papel-sulfite-para-impressao-colorido-a4-75gr-verde-500-folhas-chamex/p/bjgajek04c/pa/pslt/,,,"R$ 12,99"
,,Palitos de dente,,ARTESANATO,,3,,PACOTES,,Pacote de palitos de dente 1000 unidade,,,,,https://www.magazineluiza.com.br/palito-de-dente-de-madeira-gina-sache-individual-1000-un/p/gehd01eg5c/me/ptod/,,,"R$ 26,90"
860200069,,Palitos de picole,,ARTESANATO,,3,,PACOTES,,Palito Picolé Sorvete Escolar Artesanato Ponta Redonda,,,,,https://www.magazineluiza.com.br/1000-palito-picole-sorvete-escolar-artesanato-ponta-redonda-theoto/p/ebajfh56gc/af/ppic/,,,"R$ 24,22"
,,Prendedor de roupas,,ARTESANATO,,7,,PACOTES,,Pacote de prendedor de roupas com 20 de madeira,,,,,https://www.magazineluiza.com.br/prendedor-de-bambu-pregador-pacote-prendedores-pregadores-roupas-kit-c-20-unidades-planeta/p/ce87fg4083/ud/pdro/,,,"R$ 32,90"
,,Tubo PVC,,ARTESANATO,,5,,UNIDADES,,Tubo pvc Tamanho 150 MM por 1m,,,,,https://www.magazineluiza.com.br/tubo-pvc-esgoto-plastilit-serie-normal-150mm-3m/p/fa2a20j7fj/cj/tues/,,,"R$ 9,90"
,,Tubo PVC,,ARTESANATO,,5,,UNIDADES,,Tubo pvc Tamanho 200MM por 1m,,,,,https://www.magazineluiza.com.br/tubo-pvc-esgoto-200mm-6m-branco-tigre/p/jhka57b8jj/cj/tues/,,,"R$ 103,02"
,,Conexão T ,,ARTESANATO,,10,,UNIDADES,,Conexão em formato T para tubo pvc 150mm,,,,,https://www.magazineluiza.com.br/te-esgoto-pvc-150mm-amanco/p/ddg19070ac/cj/cteg/,,,"R$ 571,90"
,,Conexão T ,,ARTESANATO,,10,,UNIDADES,,Conexão em formato T para tubo pvc 200mm,,,,,https://www.magazineluiza.com.br/joelho-45-esgoto-200mm-amanco/p/fe16hg9fjc/cj/joeg/,,,"R$ 89,90"
,,Joelho Pvc,,ARTESANATO,,10,,UNIDADES,,Joelho conexão pvc 150mm,,,,,https://www.magazineluiza.com.br/joelho-45-esgoto-150mm-amanco/p/cb83k2560d/cj/joeg/,,,"R$ 357,66"
,,Joelho Pvc,,ARTESANATO,,10,,UNIDADES,,Joelho conexão pvc 200mm,,,,,https://www.magazineluiza.com.br/joelho-45-esgoto-200mm-amanco/p/gba944eg51/cj/joeg/,,,"R$ 48,28"
,,Papel Pardo,,ARTESANATO,,15,,METROS,,Rolo de papel pardo de 50m x 60cm,,,,,https://www.amazon.com.br/Papel-Kraft-Largura-Metros-Monolucido/dp/B0BPFF8XBG/ref=asc_df_B0BPFF8XBG/?tag=googleshopp00-20&linkCode=df0&hvadid=379749414694&hvpos=&hvnetw=g&hvrand=13207218941581049599&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9102254&hvtargid=pla-1946421976743&psc=1,,,"R$ 109,22"
,,Estopa de algodão,,ARTESANATO,,2,,PACOTES,,Estopa de algodão para polimento 1 kg 100% algodão,,,,,https://www.magazineluiza.com.br/estopa-para-polimento-1kg-100-algodao-kit-com-3-unidades-allfra/p/ch8j4kj53b/au/estt/?&seller_id=olistsp&utm_source=google&utm_medium=pla&utm_campaign=&partner_id=69579&gclid=CjwKCAjw-vmkBhBMEiwAlrMeF5c1y0hE4CKQ0FA-R0P7vho3jz2XPjG8z-IWku5kDDfaC6wspHPlzxoCCnkQAvD_BwE&gclsrc=aw.ds,,,"R$ 0,00"
,,Imã,,ARTESANATO,,10,,UNIDADES,,Imã de neodinio formato de anel 4x5mm,,,,,https://www.lojadoima.com.br/ima-neodimio-anel-10x4x5-n35/p,,,"R$ 38,01"
,,Imã,,ARTESANATO,,10,,UNIDADES,,Imã de neodinio formato de esfera 8mm,,,,,https://www.lojadoima.com.br/ima-neodimio-8mm-n35/p,,,"R$ 0,00"
